candidato,votos,electo,lista,comuna,pacto,distrito,region
28. FLOR MARIA ILIC GARCIA (M),82,FALSE,CORRIENTES INDEPENDIENTES (D16),PAREDONES,Del pueblo,D16,OHiggins
29. CADUDZZI OSVALDO SALAS VERA (H),79,FALSE,CORRIENTES INDEPENDIENTES (D16),PAREDONES,Del pueblo,D16,OHiggins
30. KATHERINE ELIZABETH VILLIBARES VILLIBARES (M),35,FALSE,CORRIENTES INDEPENDIENTES (D16),PAREDONES,Del pueblo,D16,OHiggins
31. FRANCISCO GUILLERMO VALENZUELA AVILA (H),51,FALSE,CORRIENTES INDEPENDIENTES (D16),PAREDONES,Del pueblo,D16,OHiggins
18. FRANCISCA MARYCARMEN ARAUNA URRUTIA (M),4545,TRUE,LA LISTA DEL PUEBLO MAULE SUR (D18),PARRAL,Del pueblo,D18,Maule
19. RODRIGO ALVARO NORAMBUENA ORTEGA (H),265,FALSE,LA LISTA DEL PUEBLO MAULE SUR (D18),PARRAL,Del pueblo,D18,Maule
20. PRISCILA VERONICA GONZALEZ CARRILLO (M),223,FALSE,LA LISTA DEL PUEBLO MAULE SUR (D18),PARRAL,Del pueblo,D18,Maule
21. FERNANDO SALINAS MANFREDINI (H),186,TRUE,LA LISTA DEL PUEBLO MAULE SUR (D18),PARRAL,Del pueblo,D18,Maule
22. CAMILA CONSTANZA CABALLERO RIVERA (M),293,FALSE,LA LISTA DEL PUEBLO MAULE SUR (D18),PARRAL,Del pueblo,D18,Maule
40. INGRID FERNANDA VILLENA NARBONA (M),3207,TRUE,LA LISTA DEL PUEBLO (D13),PEDRO AGUIRRE CERDA,Del pueblo,D13,Metropolitana
41. RODRIGO ERNESTO ROJAS VADE (H),4173,TRUE,LA LISTA DEL PUEBLO (D13),PEDRO AGUIRRE CERDA,Del pueblo,D13,Metropolitana
42. CAMILA FERNANDA TORRES POVEA (M),1577,FALSE,LA LISTA DEL PUEBLO (D13),PEDRO AGUIRRE CERDA,Del pueblo,D13,Metropolitana
43. ANDRES ALEJANDRO CUEVAS NAVALON (H),538,FALSE,LA LISTA DEL PUEBLO (D13),PEDRO AGUIRRE CERDA,Del pueblo,D13,Metropolitana
44. MARCELA ALEJANDRA SARMIENTO CERDA (M),502,FALSE,LA LISTA DEL PUEBLO (D13),PEDRO AGUIRRE CERDA,Del pueblo,D13,Metropolitana
45. JESUS MOISES COLQUE ROA (H),560,FALSE,LA LISTA DEL PUEBLO (D13),PEDRO AGUIRRE CERDA,Del pueblo,D13,Metropolitana
40. ANGELICA MARIA VELASQUEZ PEREZ (M),111,FALSE,LA LISTA DEL PUEBLO (D17),PELARCO,Del pueblo,D17,Maule
41. LUIS EDUARDO HERNANDEZ CAMPOS (H),33,FALSE,LA LISTA DEL PUEBLO (D17),PELARCO,Del pueblo,D17,Maule
42. ELSA CAROLINA LABRA�A PINO (M),40,TRUE,LA LISTA DEL PUEBLO (D17),PELARCO,Del pueblo,D17,Maule
43. CARLOS HERNAN GREZ ROJAS (H),16,FALSE,LA LISTA DEL PUEBLO (D17),PELARCO,Del pueblo,D17,Maule
44. ANTONIA ELENA ROSALES BARRIENTOS (M),22,FALSE,LA LISTA DEL PUEBLO (D17),PELARCO,Del pueblo,D17,Maule
45. CLAUDIO ANTONIO MOYA MANRIQUEZ (H),19,FALSE,LA LISTA DEL PUEBLO (D17),PELARCO,Del pueblo,D17,Maule
46. CATALINA SOFIA TELLO TAPIA (M),25,FALSE,LA LISTA DEL PUEBLO (D17),PELARCO,Del pueblo,D17,Maule
18. FRANCISCA MARYCARMEN ARAUNA URRUTIA (M),251,TRUE,LA LISTA DEL PUEBLO MAULE SUR (D18),PELLUHUE,Del pueblo,D18,Maule
19. RODRIGO ALVARO NORAMBUENA ORTEGA (H),87,FALSE,LA LISTA DEL PUEBLO MAULE SUR (D18),PELLUHUE,Del pueblo,D18,Maule
20. PRISCILA VERONICA GONZALEZ CARRILLO (M),117,FALSE,LA LISTA DEL PUEBLO MAULE SUR (D18),PELLUHUE,Del pueblo,D18,Maule
21. FERNANDO SALINAS MANFREDINI (H),534,TRUE,LA LISTA DEL PUEBLO MAULE SUR (D18),PELLUHUE,Del pueblo,D18,Maule
22. CAMILA CONSTANZA CABALLERO RIVERA (M),126,FALSE,LA LISTA DEL PUEBLO MAULE SUR (D18),PELLUHUE,Del pueblo,D18,Maule
5. MARIA CONSUELO VILLASE�OR SOTO (M),156,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",PEMUCO,Del pueblo,D19,BioBio
6. CESAR  URIBE ARAYA (H),146,TRUE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",PEMUCO,Del pueblo,D19,BioBio
7. MISAELA  CORTEZ SANHUEZA (M),45,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",PEMUCO,Del pueblo,D19,BioBio
8. NELSON ENRIQUE AGURTO PAVEZ (H),34,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",PEMUCO,Del pueblo,D19,BioBio
9. XIMENA  PACHECO GONZALEZ (M),38,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",PEMUCO,Del pueblo,D19,BioBio
10. SERGIO HUMBERTO FONSECA HENRIQUEZ (H),24,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",PEMUCO,Del pueblo,D19,BioBio
40. ANGELICA MARIA VELASQUEZ PEREZ (M),146,FALSE,LA LISTA DEL PUEBLO (D17),PENCAHUE,Del pueblo,D17,Maule
41. LUIS EDUARDO HERNANDEZ CAMPOS (H),46,FALSE,LA LISTA DEL PUEBLO (D17),PENCAHUE,Del pueblo,D17,Maule
42. ELSA CAROLINA LABRA�A PINO (M),55,TRUE,LA LISTA DEL PUEBLO (D17),PENCAHUE,Del pueblo,D17,Maule
43. CARLOS HERNAN GREZ ROJAS (H),40,FALSE,LA LISTA DEL PUEBLO (D17),PENCAHUE,Del pueblo,D17,Maule
44. ANTONIA ELENA ROSALES BARRIENTOS (M),41,FALSE,LA LISTA DEL PUEBLO (D17),PENCAHUE,Del pueblo,D17,Maule
45. CLAUDIO ANTONIO MOYA MANRIQUEZ (H),11,FALSE,LA LISTA DEL PUEBLO (D17),PENCAHUE,Del pueblo,D17,Maule
46. CATALINA SOFIA TELLO TAPIA (M),33,FALSE,LA LISTA DEL PUEBLO (D17),PENCAHUE,Del pueblo,D17,Maule
43. ROSSANA LORETO VIDAL HERNANDEZ (M),683,TRUE,LA LISTA DEL PUEBLO(D20),PENCO,Del pueblo,D20,BioBio
44. RICARDO HERNAN MAHNKE CONTRERAS (H),723,FALSE,LA LISTA DEL PUEBLO(D20),PENCO,Del pueblo,D20,BioBio
45. MARIA CONSUELO MOLINA RODRIGUEZ (M),249,FALSE,LA LISTA DEL PUEBLO(D20),PENCO,Del pueblo,D20,BioBio
46. CARLOS RODRIGO CONCHA ESCANDON (H),230,FALSE,LA LISTA DEL PUEBLO(D20),PENCO,Del pueblo,D20,BioBio
47. LIDIA ISABEL ESPINOZA SANHUEZA (M),133,FALSE,LA LISTA DEL PUEBLO(D20),PENCO,Del pueblo,D20,BioBio
48. FERNANDO ENRIQUE DAZA MARDONES (H),86,FALSE,LA LISTA DEL PUEBLO(D20),PENCO,Del pueblo,D20,BioBio
49. MARIA VALERIA MELGAREJO TOLEDO (M),124,FALSE,LA LISTA DEL PUEBLO(D20),PENCO,Del pueblo,D20,BioBio
50. MIGUEL ESTEBAN ERICES ARROYO (H),80,FALSE,LA LISTA DEL PUEBLO(D20),PENCO,Del pueblo,D20,BioBio
22. JOSEFA ANDREA FAUNDEZ ESPINOZA (M),1688,FALSE,LA LISTA DEL PUEBLO DISTRITO 14 (D14),PENAFLOR,Del pueblo,D14,Metropolitana
23. FRANCISCO JAVIER CAAMA�O ROJAS (H),4334,TRUE,LA LISTA DEL PUEBLO DISTRITO 14 (D14),PENAFLOR,Del pueblo,D14,Metropolitana
24. CAROLINA  LASSALLE ALCERRECA (M),691,FALSE,LA LISTA DEL PUEBLO DISTRITO 14 (D14),PENAFLOR,Del pueblo,D14,Metropolitana
25. RODRIGO ENRIQUE URZUA CHAVEZ (H),682,FALSE,LA LISTA DEL PUEBLO DISTRITO 14 (D14),PENAFLOR,Del pueblo,D14,Metropolitana
26. CLAUDIA ACEVEDO MORALES (M),888,FALSE,LA LISTA DEL PUEBLO DISTRITO 14 (D14),PENAFLOR,Del pueblo,D14,Metropolitana
21. SOLEDAD MELLA VIDAL (M),7802,FALSE,MOVIMIENTO SOCIAL CONSTITUYENTE - LA LISTA DEL PUEBLO (D11),PENALOLEN,Del pueblo,D11,Metropolitana
22. ELEDIN PARRAGUEZ LIZANA (H),1993,FALSE,MOVIMIENTO SOCIAL CONSTITUYENTE - LA LISTA DEL PUEBLO (D11),PENALOLEN,Del pueblo,D11,Metropolitana
23. SONIA ULLOA TORO (M),3103,FALSE,MOVIMIENTO SOCIAL CONSTITUYENTE - LA LISTA DEL PUEBLO (D11),PENALOLEN,Del pueblo,D11,Metropolitana
24. NICOLAS ROMERO REEVES (H),2111,FALSE,MOVIMIENTO SOCIAL CONSTITUYENTE - LA LISTA DEL PUEBLO (D11),PENALOLEN,Del pueblo,D11,Metropolitana
25. DANIELA KING REYES (M),2705,FALSE,MOVIMIENTO SOCIAL CONSTITUYENTE - LA LISTA DEL PUEBLO (D11),PENALOLEN,Del pueblo,D11,Metropolitana
26. JUAN EDUARDO BAEZA CARRASCO (H),748,FALSE,MOVIMIENTO SOCIAL CONSTITUYENTE - LA LISTA DEL PUEBLO (D11),PENALOLEN,Del pueblo,D11,Metropolitana
27. CAROLINA CIFUENTES CASTILLO (M),1564,FALSE,MOVIMIENTO SOCIAL CONSTITUYENTE - LA LISTA DEL PUEBLO (D11),PENALOLEN,Del pueblo,D11,Metropolitana
26. GLORIA DEL TRANSITO ALVARADO JORQUERA (M),91,TRUE,CORRIENTES INDEPENDIENTES (D16),PEUMO,Del pueblo,D16,OHiggins
27. IANCU ANDRES CORDESCU DONOSO (H),48,FALSE,CORRIENTES INDEPENDIENTES (D16),PEUMO,Del pueblo,D16,OHiggins
28. FLOR MARIA ILIC GARCIA (M),52,FALSE,CORRIENTES INDEPENDIENTES (D16),PEUMO,Del pueblo,D16,OHiggins
29. CADUDZZI OSVALDO SALAS VERA (H),30,FALSE,CORRIENTES INDEPENDIENTES (D16),PEUMO,Del pueblo,D16,OHiggins
30. KATHERINE ELIZABETH VILLIBARES VILLIBARES (M),33,FALSE,CORRIENTES INDEPENDIENTES (D16),PEUMO,Del pueblo,D16,OHiggins
31. FRANCISCO GUILLERMO VALENZUELA AVILA (H),49,FALSE,CORRIENTES INDEPENDIENTES (D16),PEUMO,Del pueblo,D16,OHiggins
17. ALEJANDRA DAMARIS DEPAOLI PLATTER (M),64,FALSE,MOVIMIENTO SOCIAL LA LISTA DEL PUEBLO (D22),PERQUENCO,Del pueblo,D22,Araucania
18. PABLO ANDRES TAPIA PINTO (H),89,FALSE,MOVIMIENTO SOCIAL LA LISTA DEL PUEBLO (D22),PERQUENCO,Del pueblo,D22,Araucania
19. LUZ ELIANA SANCHEZ LAGOS (M),44,FALSE,MOVIMIENTO SOCIAL LA LISTA DEL PUEBLO (D22),PERQUENCO,Del pueblo,D22,Araucania
20. OSCAR JAVIER SALAZAR ASTUDILLO (H),34,FALSE,MOVIMIENTO SOCIAL LA LISTA DEL PUEBLO (D22),PERQUENCO,Del pueblo,D22,Araucania
21. CRISTIAN ANDRES CORDOVA ARRIAGADA (H),21,FALSE,MOVIMIENTO SOCIAL LA LISTA DEL PUEBLO (D22),PERQUENCO,Del pueblo,D22,Araucania
1. LISETTE LORENA VERGARA RIQUELME (M),70,TRUE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),PETORCA,Del pueblo,D6,Valparaiso
2. CRISTOBAL PATRICIO ANDRADE LEON (H),64,TRUE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),PETORCA,Del pueblo,D6,Valparaiso
3. VALERIA ELISA RETAMALES CORDOVA (M),19,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),PETORCA,Del pueblo,D6,Valparaiso
4. MANUEL ALEJANDRO GATICA JORQUERA (H),19,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),PETORCA,Del pueblo,D6,Valparaiso
5. ALEXANDRA MARIANA PEREZ CEPEDA (M),38,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),PETORCA,Del pueblo,D6,Valparaiso
6. RUBEN SEBASTIAN MIRANDA VASQUEZ (H),15,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),PETORCA,Del pueblo,D6,Valparaiso
7. CORINA DEL PILAR SILVA FIGUEROA (M),37,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),PETORCA,Del pueblo,D6,Valparaiso
8. ALEXIS ADRIAN GARCIA OLIVARES (H),21,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),PETORCA,Del pueblo,D6,Valparaiso
9. LORENA PAZ VICENCIO ARRIAGADA (M),52,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),PETORCA,Del pueblo,D6,Valparaiso
26. GLORIA DEL TRANSITO ALVARADO JORQUERA (M),242,TRUE,CORRIENTES INDEPENDIENTES (D16),PEUMO,Del pueblo,D16,OHiggins
27. IANCU ANDRES CORDESCU DONOSO (H),47,FALSE,CORRIENTES INDEPENDIENTES (D16),PEUMO,Del pueblo,D16,OHiggins
28. FLOR MARIA ILIC GARCIA (M),65,FALSE,CORRIENTES INDEPENDIENTES (D16),PEUMO,Del pueblo,D16,OHiggins
29. CADUDZZI OSVALDO SALAS VERA (H),17,FALSE,CORRIENTES INDEPENDIENTES (D16),PEUMO,Del pueblo,D16,OHiggins
30. KATHERINE ELIZABETH VILLIBARES VILLIBARES (M),119,FALSE,CORRIENTES INDEPENDIENTES (D16),PEUMO,Del pueblo,D16,OHiggins
31. FRANCISCO GUILLERMO VALENZUELA AVILA (H),116,FALSE,CORRIENTES INDEPENDIENTES (D16),PEUMO,Del pueblo,D16,OHiggins
26. GLORIA DEL TRANSITO ALVARADO JORQUERA (M),2411,TRUE,CORRIENTES INDEPENDIENTES (D16),PICHIDEGUA,Del pueblo,D16,OHiggins
27. IANCU ANDRES CORDESCU DONOSO (H),47,FALSE,CORRIENTES INDEPENDIENTES (D16),PICHIDEGUA,Del pueblo,D16,OHiggins
28. FLOR MARIA ILIC GARCIA (M),89,FALSE,CORRIENTES INDEPENDIENTES (D16),PICHIDEGUA,Del pueblo,D16,OHiggins
29. CADUDZZI OSVALDO SALAS VERA (H),21,FALSE,CORRIENTES INDEPENDIENTES (D16),PICHIDEGUA,Del pueblo,D16,OHiggins
30. KATHERINE ELIZABETH VILLIBARES VILLIBARES (M),832,FALSE,CORRIENTES INDEPENDIENTES (D16),PICHIDEGUA,Del pueblo,D16,OHiggins
31. FRANCISCO GUILLERMO VALENZUELA AVILA (H),124,FALSE,CORRIENTES INDEPENDIENTES (D16),PICHIDEGUA,Del pueblo,D16,OHiggins
26. GLORIA DEL TRANSITO ALVARADO JORQUERA (M),122,TRUE,CORRIENTES INDEPENDIENTES (D16),PICHILEMU,Del pueblo,D16,OHiggins
27. IANCU ANDRES CORDESCU DONOSO (H),120,FALSE,CORRIENTES INDEPENDIENTES (D16),PICHILEMU,Del pueblo,D16,OHiggins
28. FLOR MARIA ILIC GARCIA (M),1812,FALSE,CORRIENTES INDEPENDIENTES (D16),PICHILEMU,Del pueblo,D16,OHiggins
29. CADUDZZI OSVALDO SALAS VERA (H),1071,FALSE,CORRIENTES INDEPENDIENTES (D16),PICHILEMU,Del pueblo,D16,OHiggins
30. KATHERINE ELIZABETH VILLIBARES VILLIBARES (M),43,FALSE,CORRIENTES INDEPENDIENTES (D16),PICHILEMU,Del pueblo,D16,OHiggins
31. FRANCISCO GUILLERMO VALENZUELA AVILA (H),76,FALSE,CORRIENTES INDEPENDIENTES (D16),PICHILEMU,Del pueblo,D16,OHiggins
5. MARIA CONSUELO VILLASE�OR SOTO (M),166,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",PINTO,Del pueblo,D19,BioBio
6. CESAR  URIBE ARAYA (H),322,TRUE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",PINTO,Del pueblo,D19,BioBio
7. MISAELA  CORTEZ SANHUEZA (M),47,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",PINTO,Del pueblo,D19,BioBio
8. NELSON ENRIQUE AGURTO PAVEZ (H),38,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",PINTO,Del pueblo,D19,BioBio
9. XIMENA  PACHECO GONZALEZ (M),45,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",PINTO,Del pueblo,D19,BioBio
10. SERGIO HUMBERTO FONSECA HENRIQUEZ (H),26,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",PINTO,Del pueblo,D19,BioBio
30. GIOVANNA JAZMIN GRANDON CARO (M),354,TRUE,LA LISTA DEL PUEBLO DISTRITO 12 (D12),PIRQUE,Del pueblo,D12,Metropolitana
31. RAFAEL IGNACIO SOTOMAYOR NARBONA (H),328,FALSE,LA LISTA DEL PUEBLO DISTRITO 12 (D12),PIRQUE,Del pueblo,D12,Metropolitana
32. CAMILA VANESSA CARTES CORDERO (M),227,FALSE,LA LISTA DEL PUEBLO DISTRITO 12 (D12),PIRQUE,Del pueblo,D12,Metropolitana
33. ALEX EDUARDO FLORES ESPINOZA (H),99,FALSE,LA LISTA DEL PUEBLO DISTRITO 12 (D12),PIRQUE,Del pueblo,D12,Metropolitana
34. TAMARA GRISELDA AVELLO VASQUEZ (M),116,FALSE,LA LISTA DEL PUEBLO DISTRITO 12 (D12),PIRQUE,Del pueblo,D12,Metropolitana
35. DIEGO ALFONSO INFANTE SCHKOLNIK (H),70,FALSE,LA LISTA DEL PUEBLO DISTRITO 12 (D12),PIRQUE,Del pueblo,D12,Metropolitana
1. LUZ ELIANA ALCA TURRA (M),218,FALSE,ELIGE LA LISTA DEL PUEBLO (D23),PITRUFQUEN,Del pueblo,D23,Araucania
2. HELMUTH JACOBO MARTINEZ LLANCAPAN (H),59,TRUE,ELIGE LA LISTA DEL PUEBLO (D23),PITRUFQUEN,Del pueblo,D23,Araucania
3. ROSSANA ANGELICA BETANCUR ESCOBAR (M),93,FALSE,ELIGE LA LISTA DEL PUEBLO (D23),PITRUFQUEN,Del pueblo,D23,Araucania
4. ALEJANDRO MAURICIO MELLADO GATICA (H),64,FALSE,ELIGE LA LISTA DEL PUEBLO (D23),PITRUFQUEN,Del pueblo,D23,Araucania
5. MARCELA DEL CARMEN LEPILAF PILQUIMAN (M),92,FALSE,ELIGE LA LISTA DEL PUEBLO (D23),PITRUFQUEN,Del pueblo,D23,Araucania
6. MARIO JAVIER FLORES CHAVEZ (H),71,FALSE,ELIGE LA LISTA DEL PUEBLO (D23),PITRUFQUEN,Del pueblo,D23,Araucania
7. XIMENA ALARCON FUENTEALBA (M),82,FALSE,ELIGE LA LISTA DEL PUEBLO (D23),PITRUFQUEN,Del pueblo,D23,Araucania
26. GLORIA DEL TRANSITO ALVARADO JORQUERA (M),91,TRUE,CORRIENTES INDEPENDIENTES (D16),PLACILLA,Del pueblo,D16,OHiggins
27. IANCU ANDRES CORDESCU DONOSO (H),59,FALSE,CORRIENTES INDEPENDIENTES (D16),PLACILLA,Del pueblo,D16,OHiggins
28. FLOR MARIA ILIC GARCIA (M),179,FALSE,CORRIENTES INDEPENDIENTES (D16),PLACILLA,Del pueblo,D16,OHiggins
29. CADUDZZI OSVALDO SALAS VERA (H),17,FALSE,CORRIENTES INDEPENDIENTES (D16),PLACILLA,Del pueblo,D16,OHiggins
30. KATHERINE ELIZABETH VILLIBARES VILLIBARES (M),25,FALSE,CORRIENTES INDEPENDIENTES (D16),PLACILLA,Del pueblo,D16,OHiggins
31. FRANCISCO GUILLERMO VALENZUELA AVILA (H),48,FALSE,CORRIENTES INDEPENDIENTES (D16),PLACILLA,Del pueblo,D16,OHiggins
5. MARIA CONSUELO VILLASE�OR SOTO (M),99,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",PORTEZUELO,Del pueblo,D19,BioBio
6. CESAR  URIBE ARAYA (H),144,TRUE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",PORTEZUELO,Del pueblo,D19,BioBio
7. MISAELA  CORTEZ SANHUEZA (M),20,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",PORTEZUELO,Del pueblo,D19,BioBio
8. NELSON ENRIQUE AGURTO PAVEZ (H),19,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",PORTEZUELO,Del pueblo,D19,BioBio
9. XIMENA  PACHECO GONZALEZ (M),28,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",PORTEZUELO,Del pueblo,D19,BioBio
10. SERGIO HUMBERTO FONSECA HENRIQUEZ (H),19,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",PORTEZUELO,Del pueblo,D19,BioBio
31. ELISA AMANDA GIUSTINIANOVICH CAMPOS (M),38,TRUE,COORDINADORA SOCIAL DE MAGALLANES (D28),PORVENIR,Del pueblo,D28,Magallanes
32. PABLO NICOLAS CIFUENTES VLADILO (H),14,FALSE,COORDINADORA SOCIAL DE MAGALLANES (D28),PORVENIR,Del pueblo,D28,Magallanes
33. INES ELIZABETH VIDAL ANDRADE (M),2,FALSE,COORDINADORA SOCIAL DE MAGALLANES (D28),PORVENIR,Del pueblo,D28,Magallanes
34. PATRICIO ANDRES FUENTES OLGUIN (H),3,FALSE,COORDINADORA SOCIAL DE MAGALLANES (D28),PORVENIR,Del pueblo,D28,Magallanes
35. JAVIER OMAR AGUILAR VERA (H),642,FALSE,COORDINADORA SOCIAL DE MAGALLANES (D28),PORVENIR,Del pueblo,D28,Magallanes
31. ELISA AMANDA GIUSTINIANOVICH CAMPOS (M),38,TRUE,COORDINADORA SOCIAL DE MAGALLANES (D28),PRIMAVERA,Del pueblo,D28,Magallanes
32. PABLO NICOLAS CIFUENTES VLADILO (H),16,FALSE,COORDINADORA SOCIAL DE MAGALLANES (D28),PRIMAVERA,Del pueblo,D28,Magallanes
33. INES ELIZABETH VIDAL ANDRADE (M),1,FALSE,COORDINADORA SOCIAL DE MAGALLANES (D28),PRIMAVERA,Del pueblo,D28,Magallanes
34. PATRICIO ANDRES FUENTES OLGUIN (H),1,FALSE,COORDINADORA SOCIAL DE MAGALLANES (D28),PRIMAVERA,Del pueblo,D28,Magallanes
35. JAVIER OMAR AGUILAR VERA (H),9,FALSE,COORDINADORA SOCIAL DE MAGALLANES (D28),PRIMAVERA,Del pueblo,D28,Magallanes
54. JUANA VERONICA MILLAL SANDOVAL (M),690,FALSE,LA LISTA DEL PUEBLO (D10),PROVIDENCIA,Del pueblo,D10,Metropolitana
55. MANUEL MAURICIO WOLDARSKY GONZALEZ (H),854,TRUE,LA LISTA DEL PUEBLO (D10),PROVIDENCIA,Del pueblo,D10,Metropolitana
56. PATRICIA STEFANIA NAVARRETE CORTES (M),378,FALSE,LA LISTA DEL PUEBLO (D10),PROVIDENCIA,Del pueblo,D10,Metropolitana
57. ANDRES MATIAS SALDIAS SALGADO (H),139,FALSE,LA LISTA DEL PUEBLO (D10),PROVIDENCIA,Del pueblo,D10,Metropolitana
58. PAULINA ALEJANDRA ACEVEDO MENANTEAU (M),341,FALSE,LA LISTA DEL PUEBLO (D10),PROVIDENCIA,Del pueblo,D10,Metropolitana
59. ALEXIS CRISTOPHER GARRIDO NU�EZ (H),230,FALSE,LA LISTA DEL PUEBLO (D10),PROVIDENCIA,Del pueblo,D10,Metropolitana
60. VERONICA MILITZA GUZMAN QUILAQUEO (M),451,FALSE,LA LISTA DEL PUEBLO (D10),PROVIDENCIA,Del pueblo,D10,Metropolitana
61. DANIEL ISAIAS MARTINEZ BARRERA (H),81,FALSE,LA LISTA DEL PUEBLO (D10),PROVIDENCIA,Del pueblo,D10,Metropolitana
1. LISETTE LORENA VERGARA RIQUELME (M),279,TRUE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),PUCHUNCAVI,Del pueblo,D6,Valparaiso
2. CRISTOBAL PATRICIO ANDRADE LEON (H),162,TRUE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),PUCHUNCAVI,Del pueblo,D6,Valparaiso
3. VALERIA ELISA RETAMALES CORDOVA (M),104,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),PUCHUNCAVI,Del pueblo,D6,Valparaiso
4. MANUEL ALEJANDRO GATICA JORQUERA (H),96,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),PUCHUNCAVI,Del pueblo,D6,Valparaiso
5. ALEXANDRA MARIANA PEREZ CEPEDA (M),136,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),PUCHUNCAVI,Del pueblo,D6,Valparaiso
6. RUBEN SEBASTIAN MIRANDA VASQUEZ (H),104,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),PUCHUNCAVI,Del pueblo,D6,Valparaiso
7. CORINA DEL PILAR SILVA FIGUEROA (M),100,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),PUCHUNCAVI,Del pueblo,D6,Valparaiso
8. ALEXIS ADRIAN GARCIA OLIVARES (H),163,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),PUCHUNCAVI,Del pueblo,D6,Valparaiso
9. LORENA PAZ VICENCIO ARRIAGADA (M),216,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),PUCHUNCAVI,Del pueblo,D6,Valparaiso
1. LUZ ELIANA ALCA TURRA (M),846,FALSE,ELIGE LA LISTA DEL PUEBLO (D23),PUCON,Del pueblo,D23,Araucania
2. HELMUTH JACOBO MARTINEZ LLANCAPAN (H),63,TRUE,ELIGE LA LISTA DEL PUEBLO (D23),PUCON,Del pueblo,D23,Araucania
3. ROSSANA ANGELICA BETANCUR ESCOBAR (M),65,FALSE,ELIGE LA LISTA DEL PUEBLO (D23),PUCON,Del pueblo,D23,Araucania
4. ALEJANDRO MAURICIO MELLADO GATICA (H),70,FALSE,ELIGE LA LISTA DEL PUEBLO (D23),PUCON,Del pueblo,D23,Araucania
5. MARCELA DEL CARMEN LEPILAF PILQUIMAN (M),120,FALSE,ELIGE LA LISTA DEL PUEBLO (D23),PUCON,Del pueblo,D23,Araucania
6. MARIO JAVIER FLORES CHAVEZ (H),48,FALSE,ELIGE LA LISTA DEL PUEBLO (D23),PUCON,Del pueblo,D23,Araucania
7. XIMENA ALARCON FUENTEALBA (M),88,FALSE,ELIGE LA LISTA DEL PUEBLO (D23),PUCON,Del pueblo,D23,Araucania
46. MARIA MAGDALENA RIVERA IRIBARREN (M),3465,TRUE,LA LISTA DEL PUEBLO (D8),PUDAHUEL,Del pueblo,D8,Metropolitana
